"","photoId","comments"
"64","46828507315","<b>This exceptional shot was seen in:
<a href=""https://www.flickr.com/groups/empyreananimals/""> 
<img src=""https://farm5.staticflickr.com/4666/40077668881_924e14cc44_q.jpg"" width=""180"" />
S Johnson's Fauna
High Quality Images Only!</a><a href=""https://www.flickr.com/groups/empyreananimals/""></a> <i></i></b>"
"65","46828507315","<b>This exceptional shot was seen in:
<a href=""https://www.flickr.com/groups/empyreananimals/"">
<img src=""https://farm5.staticflickr.com/4666/40077668881_924e14cc44_q.jpg"" width=""180"" />
S Johnson's Fauna
High Quality Images Only!</a><a href=""https://www.flickr.com/groups/empyreananimals/""></a> <i>

Award 2 or MORE </i> for every photo you post in the group!!

In addition, with 5 or more awards, please add your photo to our <a href=""https://www.flickr.com/groups/empyreananimals/discuss/72157705277055204/"">Big Winners Volume 13 2019</a>.</b>"
"66","46828507315","<b>This exceptional shot was seen in:
<a href=""https://www.flickr.com/groups/empyreananimals/""> 
<img src=""https://farm5.staticflickr.com/4666/40077668881_924e14cc44_q.jpg"" width=""180"" />
S Johnson's Fauna
High Quality Images Only!</a><a href=""https://www.flickr.com/groups/empyreananimals/""></a> <i> 

Award 2 or MORE </i> for every photo you post in the group!!

In addition, with 5 or more awards, please add your photo to our <a href=""https://www.flickr.com/groups/empyreananimals/discuss/7215770527 7055204/"">Big Winners Volume 13 2019</a>.</b>"
"67","46828507315","Outstanding capture!  Love the bokeh."
"68","46828507315","nice shot! ;-)"
"69","46828507315","***<b>This exceptional shot was seen in:
<a href=""https://www.flickr.com/groups/empyreananimals/"">
<img src=""https://farm5.staticflickr.com/4666/40077668881_924e14cc44_q.jpg"" width=""180"" />
S Johnson's Fauna
High Quality Images Only!</a><a href=""https://www.flickr.com/groups/empyreananimals/""></a> <i>

Award 2 or MORE </i> for every photo you post in the group!!

In addition, with 5 or more awards, please add your photo to our <a href=""https://www.flickr.com/groups/empyreananimals/discuss/72157705277055204/"">Big Winners Volume 13 2019</a>.</b>

&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;

<blockquote><blockquote><blockquote><img src=""https://farm9.staticflickr.com/8475/8115749211_71c01dbc31_o.png"" width=""225"" height=""41"" alt=""Congrats3-2"" /></blockquote></blockquote></blockquote>

<b><a href=""https://www.flickr.com/groups/empyreananimals/""> 
<img src=""https://farm5.staticflickr.com/4666/40077668881_924e14cc44_q.jpg"" width="" 150"" alt=""S Johnson Fauna"" /></a>
<a href=""https://www.flickr.com/groups/empyreananimals/discuss/72157705277055204/"">You have 5 awards+ add to our special thread</a>.

Seen in the group <a href=""https://www.flickr.com/groups/empyreananimals/pool/"">
&quot;S Johnson's Fauna High Quality Images Only! 
(only 1 per day)&quot;</a>.

In addition, please add your photo to our 
<a href=""https://www.flickr.com/groups/empyreananimals/discuss/72157705277055204/"">Big Winners Volume 13 2019</a>.</b>"
"70","46828507315","Wow...gorgeous shot!!!
<b>This exceptional shot was seen in:
<a href=""https://www.flickr.com/groups/empyreananimals/""> 
<img src=""https://farm5.staticflickr.com/4666/40077668881_924e14cc44_q.jpg"" width=""180"" />
S Johnson's Fauna
High Quality Images Only!</a><a href=""https://www.flickr.com/groups/empyreananimals/""></a> <i> 

Award 2 or MORE </i> for every photo you post in the group!!

In addition, with 5 or more awards, please add your photo to our <a href=""https://www.flickr.com/groups/empyreananimals/discuss/72157705277055204/"">Big Winners Volume 13 2019</a>.</b>"
"71","32794195037","Il est magnifique"
"72","32794195037","Wow, il est superbe , très belle netteté"
"73","32794195037","Un fard très délicat !"
"74","32794195037","Schön"
"75","32794195037","Superbe!"
"76","32794195037","Beautiful"
"77","32794195037","Excellent shot"
"78","32794195037","Superb!"
"79","32794195037","Congrats !!"
"80","32794195037","It's really a nice view, and contrasts are great."
"81","32794195037","Free Sex Dating - <a href=""http://www.777sex.org"" rel=""noreferrer nofollow"">www.777sex.org</a>

<em>Via <a href=""http://www.fluidr.com/explore/interesting/today/random"" rel=""noreferrer nofollow"">Today's Explore at #93 on Fluidr</a></em>"
"82","32794195037","Preciosa fotografía"
"83","32794195037","Beautiful bird! Great capture. Congrats on Explore!"
"84","32794195037","I like it ! ;-)"
"85","32794195037","Great !!!!!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #98 on Fluidr</a></em>"
"86","32799381757","Seen in <a href=""https://www.flickr.com/groups/eos_experience""> EOS Experience</a>
<a href=""http://https://www.flickr.com/groups/eos_experience/"" rel=""noreferrer nofollow""><a href=""https://www.flickr.com/photos/saigneurdeguerre/9245404649/"" title=""canonEOSaward 001 by saigneurdeguerre, on Flickr""><img src=""https://farm4.staticflickr.com/3704/9245404649_88532230db_n.jpg"" width=""320"" height=""179"" alt=""canonEOSaward 001"" /></a></a>"
"87","32799381757","Beautiful shot, love the light and focus"
"88","32799381757","Congrats !!"
"89","32799381757","Realy great pic! ;-)"
"90","32799381757","Toll gemacht."
"91","33860942548","stunning job"
"92","33860942548","Fabulous image, fantastic captured, a very successful job"
"93","33860942548","There is a big difference between a snapshot and a photo.
Many who posted on Flickr cannot tell the difference but you definitely could. Thank you for sharing this aesthetically pleasing, attention catching, clean photo.
ps: My comment is not individualised but I really choose photos I comment. If you don’t like having my comment, just block me."
"94","33860942548","wonderful image."
"95","33860942548","Awesome pic"
"96","33860942548","~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Piekne zdjecie!
Bellissima immagine!
Very beautiful picture!
Schöne Aufnahme!
<a href=""https://www.flickr.com/photos/154173153@N08/46647729774/in/dateposted-public/"" title=""20160715_042456""><img src=""https://farm8.staticflickr.com/7850/46647729774_1e46b176c3_n.jpg"" width=""320"" height=""320"" alt=""20160715_042456"" /></a>
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
"97","33860942548","Excellent shot"
"98","33860942548","Nice shot."
"99","33860942548","Excelent shot ! Congratulation ! on explore <a href=""https://www.flickr.com/photos/btc67/albums/with/72157699318306310""><img src=""https://c1.staticflickr.com/5/4817/46236140094_ebb13bd48f_b.jpg"" width=""70"" height=""70"" title=""Clic here"" /></a>"
"100","33860942548","Vu dans / Seen in :
&quot;Rues et routes du monde&quot;
(1 Post = 4 Awards)
<img src=""https://farm8.staticflickr.com/7054/6941355603_670b98bd03_q.jpg"" width=""150"" height=""150"" alt=""Interminable !!!!!"" />
<a href=""http://www.flickr.com/groups/ruesetroutesdumonde/"">www.flickr.com/groups/ruesetroutesdumonde/</a>
Galerie 4 Awards !!!
<a href=""http://www.flickr.com/groups/ruesetroutesdumonde/discuss/7215763.."">www.flickr.com/groups/ruesetroutesdumonde/discuss/7215763..</a>."
"101","33860942548","Just fabulous."
"102","33860942548","<a href=""https://flic.kr/p/TAbbwh"" rel=""noreferrer nofollow"">flic.kr/p/TAbbwh</a>     i love this photo              <a href=""https://bit.ly/2BLwgT0"" rel=""noreferrer nofollow"">bit.ly/2BLwgT0</a>"
"103","33860942548","Congrats !!"
"104","33860942548","<strong>Fotografia Magnifica !!
This is a beautiful image!
Congratulations!<strong>
<a href=""https://www.flickr.com/groups/imagework/""><img src=""https://farm8.staticflickr.com/7367/12779448415_347c287179.jpg"" width=""250"" height=""150"" alt=""award the house gallery"" /></a>
<a href=""https://www.flickr.com/groups/imagework/"">***The House of Image Gallery***</a> 
<strong>Remember to comment on 3</strong></strong></strong>"
"105","33860942548","Just wow..."
"106","33860942548","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #91 on Fluidr</a></em>"
"107","33860942548","Congratulations on Explore!"
"108","33860942548","Beautiful cityscape with great light, color, detail and composition. Excellent work."
"109","33860942548","<strong>Fotografia Magnifica !!
This is a beautiful image!
Congratulations!<strong>
<a href=""https://www.flickr.com/groups/imagework/""><img src=""https://farm8.staticflickr.com/7367/12779448415_347c287179.jpg"" width=""250"" height=""150"" alt=""award the house gallery"" /></a>
<a href=""https://www.flickr.com/groups/imagework/"">***The House of Image Gallery***</a> 

<b> Please Remember to comment on 3
Thanks.</b></strong></strong>"
"110","33860942548","fantastic shot"
"111","33860942548","<strong>Fotografia Magnifica !!
This is a beautiful image!
Congratulations!<strong>
<a href=""https://www.flickr.com/groups/imagework/""><img src=""https://farm8.staticflickr.com/7367/12779448415_347c287179.jpg"" width=""250"" height=""150"" alt=""award the house gallery"" /></a>
<a href=""https://www.flickr.com/groups/imagework/"">***The House of Image Gallery***</a> 
<strong>Remember to comment on 3</strong></strong></strong>"
"112","33860942548","Very beautiful"
"113","33860942548","<strong>Fotografia Magnifica !!
This is a beautiful image!
Congratulations!<strong>
<a href=""https://www.flickr.com/groups/imagework/""><img src=""https://farm8.staticflickr.com/7367/12779448415_347c287179.jpg"" width=""250"" height=""150"" alt=""award the house gallery"" /></a>
<a href=""https://www.flickr.com/groups/imagework/"">***The House of Image Gallery***</a>

<b> Please Remember to comment on 3
Thanks.</b></strong></strong>"
"114","33860942548","Magnificent perspective and colors! Beautiful picture at sunset. Congrats on Explore!"
"115","33860942548","<strong>Fotografia Magnifica !!
This is a beautiful image!
Congratulations!<strong>
<a href=""https://www.flickr.com/groups/imagework/""><img src=""https://farm8.staticflickr.com/7367/12779448415_347c287179.jpg"" width=""250"" height=""150"" alt=""award the house gallery"" /></a>
<a href=""https://www.flickr.com/groups/imagework/"">***The House of Image Gallery***</a> 

<b> Please Remember to comment on 3
Thanks.</b></strong></strong>"
"116","33860942548","<b>This beautiful picture was seen in:
<b>;-)) al Amanecer y al Atardecer <U+2605> Sunset - Sunrise II PARTE<b>
<a href=""https://www.flickr.com/groups/-_al_amanecer_y_al_atardecer__sunset-sunrise_iiparte/"">
<img src=""https://farm2.staticflickr.com/1485/24335280280_7529faa733_o.gif"" width=""320"" height=""258"" /></a>
P1 - C2</b></b></b>"
"117","33860942548","Wonderful shot!"
"118","33860942548","Your picture is really beautiful."
"119","33860942548","Stunning!!!"
"120","33860942548","<a href=""https://www.flickr.com/groups/los_mejores_momentos_de_tu_dia/""><img src=""https://farm4.static.flickr.com/3553/3619225905_0fd144506a_t.jpg"" />
Comentada en Los mejores momentos de tu día. Commented on Los mejores momentos de tu día</a>"
"121","33860942548","Splendide. Bravo"
"122","33860942548","Very nice shot!  Congrats on Explore!"
"123","33860942548","Great !!!!!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #96 on Fluidr</a></em>"
"124","33860942548","Beautiful...
Seen in &quot;I know where you are&quot;"
"125","40771652173","Superbe"
"126","40771652173","A little beauty Ruthie"
"127","40771652173","***___ A remarkable image quality, I like the final rendering.Well detailed and lighted!
    
  **___I truly adore, a nice job of pro."
"128","40771652173","Excellent capture, congrats on Explore"
"129","40771652173","Excellent shot"
"130","40771652173","Superb!"
"131","40771652173","Congrats !!"
"132","40771652173","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #90 on Fluidr</a></em>"
"133","40771652173","Great !!!!!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #95 on Fluidr</a></em>"
"134","32794246107","Wow, hard to imagine a train blowing through there!
Very pretty."
"135","32794246107","[https://www.flickr.com/photos/23310196@N06] Cougar Mtn is an old coal-mining area.  Lots of old railroad grades there - now trails."
"136","32794246107","Lush greenery -- well captured! Thanks for visit/comment -- please post to my group, Fabulous Foliage!"
"137","32794246107","Beautiful image! Seen and appreciated in
    <a href=""https://www.flickr.com/groups/fab_foliage""> <img src=""https://farm9.staticflickr.com/8233/8382304904_cc6fb939df_o.jpg"" width=""155"" height=""43"" /></a>"
"138","32794246107","Beautiful image! Seen and appreciated in 
<a href=""https://www.flickr.com/groups/fab_foliage""> <img src=""https://farm9.staticflickr.com/8233/8382304904_cc6fb939df_o.jpg"" width=""155"" height=""43"" /></a>"
"139","32794246107","So lush and mystic looking."
"140","32794246107","Fabulous image, fantastic captured, a very successful job"
"141","32794246107","Congrats !!"
"142","32794246107","Nice capture"
"143","32794246107","Excellent shot"
"144","32794246107","Schönes Foto"
"145","32794246107","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #89 on Fluidr</a></em>"
"146","32794246107","Beautiful image! Seen and appreciated in
    <a href=""https://www.flickr.com/groups/fab_foliage""> <img src=""https://farm9.staticflickr.com/8233/8382304904_cc6fb939df_o.jpg"" width=""155"" height=""43"" /></a>"
"147","32794246107","Preciosa fotografía"
"148","46952235604","Oh, da war noch schön, ohne Grafitti!"
"149","46952235604","[https://www.flickr.com/photos/david_zwei] Ohja! Ist schon schlimm wie es dort nun aussieht.... Deswegen dachte ich, ich zeige nochmal den alten Glanz ;)"
"150","46952235604","Sehr gut."
"151","46952235604","Excellent shot"
"152","46952235604","[https://www.flickr.com/photos/gato-gato-gato] Vielen Dank!!! :) 
 [https://www.flickr.com/photos/victor98] thank you very much!!! :)"
"153","46952235604","Congrats !!"
"154","46952235604","Wow, it's really a wonderfull capture !"
"155","46952235604","nice shot! ;-)"
"156","46952235604","Very cool."
"157","32797523487","Here in France I have friends who specialise in Urbex photography and i think this could be considered one Amie."
"158","32797523487","Excelente!"
"159","32797523487","[https://www.flickr.com/photos/149003540@N04] I once did a lot of exploring with a girlfriend, but she's working on her career and I worry more about my health :)"
"160","32797523487","[https://www.flickr.com/photos/its_my_party] Yes it's a little dangerous doing these sometimes..."
"161","32797523487","Nicely done"
"162","32797523487","Cool"
"163","32797523487","Schönes Bild."
"164","32797523487","Excellent  shot"
"165","32797523487","Congrats !!"
"166","32797523487","I like it ! ;-)"
"167","32797523487","Very nice !"
"168","32797523487","Wow. That's a fairly recent TV too, wonder what happened?"
"169","46825063065","Excellent scene photography."
"170","46825063065","Beautiful!!"
"171","46825063065","Beautiful capture, 
Very well done.
Have a nice evening"
"172","46825063065","Fabulous image, fantastic captured, a very successful job"
"173","46825063065","well seen"
"174","46825063065","Excellent shot"
"175","46825063065","Schönes Foto"
"176","46825063065","Very beautiful image. 
Happy May !!"
"177","46825063065","Congrats !!"
"178","46825063065","Nice photography!"
"179","46825063065","Realy great pic! ;-)"
"180","46825063065","Preciosa fotografía"
"181","46825063065","Very nice landscape and sky! Gorgeous colors. Congrats on Explore!"
"182","46825063065","<b> Vista en - See in </b>
<a href=""https://www.flickr.com/groups/1262455@N23/"">
<img src=""https://farm3.static.flickr.com/2499/4007807437_ab937f7a53_m.jpg"" /></a> 
<b>LENGUAJE DE LAS NUBES
Por muy larga que sea la tormenta, el sol siempre vuelve a brillar entre las nubes!</b>"
"183","46825063065","<b> Vista en - See in </b>
<a href=""https://www.flickr.com/groups/1262455@N23/"">
<img src=""https://farm3.static.flickr.com/2499/4007807437_ab937f7a53_m.jpg"" /></a> 
<b>LENGUAJE DE LAS NUBES
Por muy larga que sea la tormenta, el sol siempre vuelve a brillar entre las nubes!</b>"
"184","46825063065","Great !!!!!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #91 on Fluidr</a></em>"
"185","46825063065","Stunning landscape! Congrats on Explore!"
"186","47687887232","Excellent beautiful capture"
"187","47687887232","very nice

<em>Via <a href=""http://www.fluidr.com/photos/kevinpovenz/friends"" rel=""noreferrer nofollow"">Kevin Povenz Thanks for all the views and comments's contacts' uploads on Fluidr</a></em>"
"188","47687887232","Great setting"
"189","47687887232","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #85 on Fluidr</a></em>"
"190","47687887232","nice shot! ;-)"
"191","47687887232","Beautiful image with great light, color, detail and bokeh.  Excellent work."
"192","47687887232","Gorgeous!!"
"193","47687887232","Excellent shot"
"194","47687887232","Amazing colors..."
"195","47687887232","Congrats !!"
"196","47687887232","Wonderful capture!"
"197","47687887232","Wonderful colors! Beautiful bird! Excellent shot! Congrats on Explore!"
"198","47687887232","<strong>Vi tu preciosa foto en - I see your nice picture in</strong> 

<a href=""https://www.flickr.com/groups/mariposas_flora_y_fauna/"">Grupo Mariposas&amp;Birds&amp;Flowers 
sube1coment2
<img src=""https://farm5.staticflickr.com/4109/5084579550_ee6466f7dd_q.jpg"" width=""150"" /></a>"
"199","47687887232","Beautiful"
"200","47687887232","<strong>Vi tu preciosa foto en - I see your nice picture in</strong>

<a href=""https://www.flickr.com/groups/mariposas_flora_y_fauna/"">Grupo Mariposas&amp;Birds&amp;Flowers
sube1coment2
<img src=""https://farm5.staticflickr.com/4109/5084579550_ee6466f7dd_q.jpg"" width=""150"" /></a>"
"201","47687887232","Your picture is really beautiful."
"202","47687887232","Great !!!!!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #90 on Fluidr</a></em>"
"203","47687887232","A fine picture!"
"204","47687887232","Beautiful photo!   
Seen today in EXPLORE :)
Congratulations!

If you have some time, please visit my photostream and leave some comments. It would be helpful and welcome.
Thanks :)"
"205","46952251854","Beautiful"
"206","46952251854","fascinating, beautiful photography !"
"207","46952251854","Very pretty!!"
"208","46952251854","Gutes Foto"
"209","46952251854","Congrats !!"
"210","46952251854","Beautiful"
"211","46952251854","I like it ! ;-)"
"212","46952251854","Preciosa fotografía"
"213","46952251854","Beautifully soft colours and focus - lovely image."
"214","46952251854","Splendid many compliments <U+0001F388>"
"215","32796656397","So lovely :-)"
"216","32796656397","Excellent shot"
"217","32796656397","Excellent!"
"218","32796656397","Congrats !!"
"219","32796656397","Realy great pic! ;-)"
"220","46950810294","Like it"
"221","46950810294","Ausgezeichnetes Bild."
"222","46950810294","Excellent shot"
"223","46950810294","Schönes Foto"
"224","46950810294","Congrats !!"
"225","46950810294","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #82 on Fluidr</a></em>"
"226","46950810294","nice shot! ;-)"
"227","46821641605","That's a lovely catch in the evening light Phil, just enough for detail and a glint in the eye, perfect:-)"
"228","46821641605","Splendid!"
"229","46821641605","Gorgeous"
"230","46821641605","Congrats !!"
"231","46821641605","Excellent shot"
"232","46821641605","Excellent capture!"
"233","46821641605","I like it ! ;-)"
"234","46821641605","Fantastic light and beautiful Chickadee! Very nice encounter. Congrats on Explore!"
"235","46821641605","Nice!"
"236","32794138447","Awesome shot Doug!"
"237","32794138447","Thanks, Josh!"
"238","32794138447","Killer shot!"
"239","32794138447","Sweet shot"
"240","32794138447","Fantastic!"
"241","32794138447","Thank you E_Rick, Michael and Lesley!"
"242","32794138447","Fantastic shot Doug , congratulations on Explore !!!!"
"243","32794138447","Congrats !!"
"244","32794138447","Excellent shot"
"245","32794138447","Excellent!"
"246","32794138447","Wonderful., congrats on  E X P L O R E !. Must admit I am a bit jealous. Can't figure out why mine never get selected. Regardless, I also loved your stream. Please take a look at mine  some time too, if you have the chance: 
<a href=""https://www.flickr.com/photos/phil_marion/albums"">www.flickr.com/photos/phil_marion/albums</a>   
You won't be disappointed!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #80 on Fluidr</a></em>"
"247","32794138447","Very nice !"
"248","32794138447","Beautiful image with great light, color, detail and bokeh. Excellent work."
"249","32794138447","Preciosa fotografía"
"250","32794138447","Lovely Summer Tanager! Outstanding capture of its red feathers. Congrats on Explore!"
"251","32794138447","Splendid <U+0001F388>"
"252","32794138447","Great !!!!!

<em>Via <a href=""http://www.fluidr.com/"" rel=""noreferrer nofollow"">Today's Explore at #84 on Fluidr</a></em>"
"253","33867667248","Sehr schöne Serie technischer Details."
"254","33867667248","[https://www.flickr.com/photos/deetaah] 
Vielen Dank, Dieter!"
"255","33867667248","Nice composition and processing"
"256","33867667248","nice capture!"
"257","33867667248","I love that pic.
Colors are wonderfull !"
"258","33867667248","Very beautiful"
"259","33867667248","sehr schön gesehen, vor allen die fast symmetrische Anordnung der Schalthebel.   ... oder hast Du etwa nachgeholfen."
"260","33867667248","Excellent shot"
"261","33867667248","Einfach gut!"
"262","33867667248","Sehr schönes Foto."
"263","46949711284","Outstanding capture"
"264","46949711284","A beautiful capture! So lovely my friend!"
"265","46949711284","Fantastic capture!"
"266","46949711284","Big lunch indeed...."
"267","46949711284","Amazing!!!"
"268","46949711284","Fabulous image, fantastic captured, a very successful job"
"269","46949711284","There is a big difference between a snapshot and a photo.
Many who posted on Flickr cannot tell the difference but you definitely could. Thank you for sharing this aesthetically pleasing, attention catching, clean photo.
ps: My comment is not individualised but I really choose photos I comment. If you don’t like having my comment, just block me."
"270","46949711284","Superb capture, Rudy! Congrats on explore!"
"271","46949711284","Klasse!"
"272","46949711284","Amazing capture congratulations on explore"
"273","46949711284","Ouch ! ;-)))
Excellent, congrats on Explore !"
"274","46949711284","Excellent shot"
"275","46949711284","Excellent shot"
"276","46949711284","Fabulous shot!"
"277","46949711284","Congrats !!"
